"activity_label" "subject" "tbodyacc_mean_x" "tbodyacc_mean_y" "tbodyacc_mean_z" "tbodyacc_std_x" "tbodyacc_std_y" "tbodyacc_std_z" "tgravityacc_mean_x" "tgravityacc_mean_y" "tgravityacc_mean_z" "tgravityacc_std_x" "tgravityacc_std_y" "tgravityacc_std_z" "tbodyaccjerk_mean_x" "tbodyaccjerk_mean_y" "tbodyaccjerk_mean_z" "tbodyaccjerk_std_x" "tbodyaccjerk_std_y" "tbodyaccjerk_std_z" "tbodygyro_mean_x" "tbodygyro_mean_y" "tbodygyro_mean_z" "tbodygyro_std_x" "tbodygyro_std_y" "tbodygyro_std_z" "tbodygyrojerk_mean_x" "tbodygyrojerk_mean_y" "tbodygyrojerk_mean_z" "tbodygyrojerk_std_x" "tbodygyrojerk_std_y" "tbodygyrojerk_std_z" "tbodyaccmag_mean" "tbodyaccmag_std" "tgravityaccmag_mean" "tgravityaccmag_std" "tbodyaccjerkmag_mean" "tbodyaccjerkmag_std" "tbodygyromag_mean" "tbodygyromag_std" "tbodygyrojerkmag_mean" "tbodygyrojerkmag_std" "fbodyacc_mean_x" "fbodyacc_mean_y" "fbodyacc_mean_z" "fbodyacc_std_x" "fbodyacc_std_y" "fbodyacc_std_z" "fbodyaccjerk_mean_x" "fbodyaccjerk_mean_y" "fbodyaccjerk_mean_z" "fbodyaccjerk_std_x" "fbodyaccjerk_std_y" "fbodyaccjerk_std_z" "fbodygyro_mean_x" "fbodygyro_mean_y" "fbodygyro_mean_z" "fbodygyro_std_x" "fbodygyro_std_y" "fbodygyro_std_z" "fbodyaccmag_mean" "fbodyaccmag_std" "fbodybodyaccjerkmag_mean" "fbodybodyaccjerkmag_std" "fbodybodygyromag_mean" "fbodybodygyromag_std" "fbodybodygyrojerkmag_mean" "fbodybodygyrojerkmag_std"
"WALKING" 9 0.200409341319444 -0.0157671626102222 -0.105937311319792 -0.231314404319792 -0.0832347927748958 -0.273478686323264 0.826070755763889 -0.152636396587847 -0.0293079092871528 -0.950772748263889 -0.933751750243056 -0.91204920515625 0.101179880375 0.0399695036 0.0598396384259687 -0.286580729909861 -0.251252356105451 -0.537978552121528 -0.0680339442499653 -0.0381076667309722 0.0935709197921875 -0.466653891215278 -0.393859531687847 -0.345474715496875 -0.091244467520625 -0.0733410661795833 -0.0572902284784722 -0.486929882715278 -0.576768830174167 -0.498949688764931 -0.138227449685069 -0.224905606797986 -0.138227449685069 -0.224905606797986 -0.317590750720833 -0.262975162441319 -0.2496660741625 -0.361120788280486 -0.537370475680903 -0.563835238695833 -0.240904077450694 -0.117917928710764 -0.351430072493056 -0.229376655486111 -0.125882876701458 -0.293269681381597 -0.312933830176389 -0.286506437510104 -0.497530466409722 -0.323958674614063 -0.264574875695764 -0.577275759361111 -0.376441368222569 -0.433653519919167 -0.32236920654375 -0.498840708950347 -0.381329086111806 -0.416543876135417 -0.197570926971875 -0.364598451569097 -0.243549035419236 -0.295554091460694 -0.420410789500069 -0.436105474531667 -0.565620135395139 -0.593880097625
"WALKING" 10 0.215745515306122 -0.0198935283986088 -0.108094489417007 -0.281209356091837 -0.11716913075102 -0.315803765213946 0.801257711836735 -0.166937691215646 -0.00911419329666667 -0.954086319217687 -0.938834474727891 -0.914582154829932 0.0894554900892177 0.0741800983472449 0.0282795792207483 -0.34047642359932 -0.276059723003061 -0.580606749717687 -0.025526038097381 -0.0918167156193878 0.0661482358093878 -0.496764546019388 -0.405274440172109 -0.371993577279592 -0.092979256937619 -0.0451590250027551 -0.0602429309170068 -0.507115057182313 -0.610645997719864 -0.528961205928571 -0.183614940336565 -0.282821310514286 -0.183614940336565 -0.282821310514286 -0.358576003756122 -0.322427522933571 -0.282654436322211 -0.396836038836395 -0.565054340442177 -0.598905070727347 -0.301882557777551 -0.151275383528027 -0.40437992504966 -0.275288075765646 -0.158504637841735 -0.327086568800918 -0.370910099608537 -0.311942716763605 -0.544261550384354 -0.368753182808915 -0.287063320768878 -0.616195604734694 -0.408585213330986 -0.460922880691156 -0.360001445118367 -0.527653005655102 -0.383174195011565 -0.437055220248299 -0.260969456918367 -0.41045002190068 -0.308549543776258 -0.347609922414966 -0.456621357692517 -0.464834147316327 -0.600443833187653 -0.627023436562925
"WALKING" 12 0.22987167146875 -0.01682095335025 -0.10486109141 -0.337135101516625 -0.172373662655656 -0.338434771904688 0.7469017804125 -0.101826974532188 0.0137680729847097 -0.952753186 -0.9365865495625 -0.91968794828125 0.11103707177125 0.0359535774769735 0.0381297941137188 -0.387778960148437 -0.336099044475313 -0.600655321121875 -0.0406672072870937 -0.0602808230843062 0.09998604699625 -0.531311532567812 -0.437618878130937 -0.41073546467625 -0.05978079798625 -0.0718408830896875 -0.0598432192829375 -0.547011713915625 -0.63552728095 -0.553486181171875 -0.237479921967125 -0.328733743335938 -0.237479921967125 -0.328733743335938 -0.40509764498875 -0.370387789554844 -0.3212096957 -0.430059533271813 -0.592560379385312 -0.62693919730375 -0.3583906377 -0.218377363670937 -0.428570939646875 -0.330987221230469 -0.2035300098125 -0.346826385578125 -0.418756281856341 -0.373969041055312 -0.567221317934375 -0.411155966175313 -0.3405644717855 -0.633171620883437 -0.451125071393437 -0.49350950931 -0.397064845656313 -0.559688937045313 -0.415265631477812 -0.473006956307812 -0.310281244434219 -0.44672581567 -0.361118732092469 -0.3886639874645 -0.490276022503125 -0.492105762855625 -0.629475469733437 -0.651866778675
"WALKING" 13 0.239349331393035 -0.0186659556429851 -0.108828798971144 -0.376923097523383 -0.208455062342786 -0.384944578554229 0.740278172004975 -0.0971667637960199 0.0227753684039801 -0.960152062885572 -0.946246831840796 -0.926648541144279 0.0961881479094527 0.0418085535581244 0.0281422414041294 -0.413431760768657 -0.353542309467662 -0.616211235094527 -0.0325029294709453 -0.0782799697736318 0.0852667805119403 -0.558684398169652 -0.484224326876617 -0.438923319606965 -0.0865718127850746 -0.0576228543409453 -0.0457881336782587 -0.558568842497512 -0.654164784925373 -0.585608601741294 -0.281928163669154 -0.374827843339303 -0.281928163669154 -0.374827843339303 -0.427566341045771 -0.389243808049751 -0.370633913637761 -0.477907183467861 -0.613980706447761 -0.642695655602488 -0.391907846341294 -0.244576152692736 -0.464575283197015 -0.373362293471144 -0.242125434739303 -0.394556296768159 -0.439016343766667 -0.385236217339801 -0.585408155995025 -0.44032742159204 -0.363911642121393 -0.64603545721592 -0.47433945321393 -0.527077734883085 -0.427176896006965 -0.587648790665174 -0.468276701946766 -0.497767592166169 -0.351794747925373 -0.487814318720398 -0.377003908393035 -0.411262326323881 -0.525454557378109 -0.539468684537313 -0.645552799549751 -0.665668180632985
"WALKING_DOWNSTAIRS" 1 0.270815317857143 -0.0232944722964286 -0.107782115357143 -0.738497539392857 -0.602047498107143 -0.690853303892857 0.709617183214286 0.0455358659285714 0.124312401 -0.973209863571429 -0.963914386785714 -0.956920436785714 0.0752693871071429 -0.00556415485107143 -0.0236813795696429 -0.725074092046429 -0.672366783214286 -0.814422522464286 -0.0106604352142857 -0.106307116071429 0.0533460270285714 -0.759699537535714 -0.698104975535714 -0.701518131107143 -0.0945862563535714 -0.0513782469535714 -0.0929649831107143 -0.781503259714286 -0.808324279642857 -0.7797592895 -0.680303489357143 -0.683234243392857 -0.680303489357143 -0.683234243392857 -0.729029576178571 -0.6983250045 -0.663047912107143 -0.703581627535714 -0.798280514 -0.803646022142857 -0.724922643464286 -0.625349666178571 -0.738427063725 -0.744563538428571 -0.616116610964286 -0.690201540964286 -0.730766745753571 -0.689312104392857 -0.797521308378571 -0.744386416321429 -0.676258825571429 -0.829899875714286 -0.74149822375 -0.731524815 -0.688669741035714 -0.769133507928571 -0.683489551857143 -0.734020137607143 -0.668886593571429 -0.741515860464286 -0.693708293571429 -0.706837110714286 -0.74130802775 -0.732009902103571 -0.810868568928571 -0.808344820714286
"WALKING_DOWNSTAIRS" 3 0.271998599560117 -0.0195312033595015 -0.108850679973607 -0.836764647967742 -0.760548120114369 -0.810587248325572 0.551698511909091 0.0957144173651026 0.17917155286305 -0.984019580557185 -0.976006595865103 -0.963668812932551 0.0732862590601173 0.0110100934937537 -0.000100312409269795 -0.844788671771261 -0.812347490719062 -0.887941870302053 -0.0197603813868035 -0.0747661727768035 0.0885350969384164 -0.866692438255132 -0.845277574703812 -0.832765059029326 -0.106485971422287 -0.0370478066781232 -0.0582452461694428 -0.873223813055719 -0.900422609472141 -0.880580386139003 -0.796508348733138 -0.821244957960352 -0.796508348733138 -0.821244957960352 -0.842197880303519 -0.83263685031349 -0.812033408046921 -0.830669832651906 -0.890289689755425 -0.893942747653959 -0.843924663237537 -0.779335929342229 -0.840627898847507 -0.834726264151026 -0.766408521882698 -0.810189482256012 -0.854024944639296 -0.822907344651906 -0.879410517507331 -0.849306897439883 -0.813863053583021 -0.8953485778739 -0.841094700173021 -0.861130481970088 -0.832428086934018 -0.875647770865103 -0.83834750792346 -0.848901629480938 -0.818250373891496 -0.85103760283871 -0.831316498088856 -0.835213158422581 -0.852458231777126 -0.846461743143695 -0.897200832853372 -0.897504958709677
"WALKING_DOWNSTAIRS" 5 0.273700860264901 -0.017036750647053 -0.110539439870861 -0.865612023870199 -0.803220834209271 -0.846350680280099 0.567461060364238 0.134055899495695 0.190911488430033 -0.989016788807947 -0.979766995662252 -0.969575425231788 0.0762110656225166 0.00574267034962914 0.0034162076313543 -0.869002681235099 -0.847832331282119 -0.91065290042053 -0.0270058853597497 -0.0746075776225828 0.0891785893443709 -0.879579328211921 -0.867876254950331 -0.867953661770132 -0.10570802531457 -0.0361275285807947 -0.0561439420586093 -0.892153539725166 -0.921496348887417 -0.906941533533113 -0.833873042425166 -0.849491613119205 -0.833873042425166 -0.849491613119205 -0.870028510576159 -0.862082791506622 -0.839026930043377 -0.850010349465894 -0.910386396139073 -0.917855327847682 -0.870948451115894 -0.821555604257616 -0.875636066389404 -0.864133373490066 -0.806428474185762 -0.843794519291391 -0.876201594940397 -0.857462276645695 -0.904260209168874 -0.873345197651324 -0.847745375391987 -0.915775888652318 -0.863052740440397 -0.886161887145695 -0.866451178172185 -0.88584862734106 -0.859972673472848 -0.881335897267881 -0.848803019435762 -0.873299430221854 -0.86108593058245 -0.863742271655629 -0.87576854915298 -0.859965719847682 -0.918978600029801 -0.922270119735099
"WALKING_DOWNSTAIRS" 6 0.274810761815385 -0.0175218739889231 -0.107469987295385 -0.895989025033231 -0.853013823654769 -0.873122192606154 0.600284298501538 0.129986784604037 0.158857196930338 -0.989469239261539 -0.978776584 -0.969960269384615 0.0750444907198462 0.0103747216147692 -0.00372518110379538 -0.898727340270769 -0.889157265692308 -0.929213269043077 -0.0250825431692308 -0.0783919140486154 0.0838904806003077 -0.909387383046154 -0.895795772496769 -0.898238219916923 -0.0985229143261538 -0.04097439322 -0.0553694052724923 -0.924036160827692 -0.935588850375385 -0.930263298738462 -0.870262105647692 -0.881723098177138 -0.870262105647692 -0.881723098177138 -0.901550164086769 -0.893550952766154 -0.875917068433846 -0.882680659889231 -0.931822401849231 -0.933516819261539 -0.897715784543385 -0.864688122468923 -0.896150025944615 -0.895692723823385 -0.856161892824308 -0.870976677002769 -0.903906146421538 -0.8943025206 -0.922991407741538 -0.902523801123077 -0.891338195667692 -0.934334717261538 -0.897907162584615 -0.907732653307692 -0.899624190701538 -0.913887629446369 -0.890767863209231 -0.907594726830769 -0.880606807221539 -0.900592027467385 -0.892136869979692 -0.895370183375385 -0.899402118015385 -0.892716405498462 -0.934059833083077 -0.937462803753846
"WALKING_DOWNSTAIRS" 7 0.275638145422078 -0.0176853722641883 -0.107748580454545 -0.939627003217532 -0.91019369202013 -0.926577031019481 0.716624884834416 0.0821568210945779 0.118656153361558 -0.993360861331169 -0.985967772922078 -0.980090613538961 0.080601393100974 0.0115226844559091 -0.00124427900324675 -0.941173141966851 -0.93247064987987 -0.957421659383117 -0.0288923698448052 -0.0744340658785714 0.091482288585974 -0.944462351931818 -0.941428630766234 -0.936406082535714 -0.0937643366821429 -0.0419197667444805 -0.0532729312165584 -0.950965778149351 -0.965525810649351 -0.957440424902597 -0.923892514181461 -0.929021121948052 -0.923892514181461 -0.929021121948052 -0.941768286320779 -0.93903470336039 -0.925984687753896 -0.933197896363636 -0.960584928376623 -0.964062469935065 -0.942606330561688 -0.918100467814935 -0.93932515749026 -0.93880909587013 -0.911360553101299 -0.925349111930195 -0.944807929896753 -0.935265944497403 -0.953078496883117 -0.942822964262987 -0.934125652079221 -0.960469849448052 -0.937244647402597 -0.948104205584416 -0.93776095168474 -0.947217539772727 -0.938484709626623 -0.941969665590909 -0.931207313246753 -0.938233088402597 -0.938935677435065 -0.93862721563961 -0.944389775974026 -0.937726106363636 -0.964714788051948 -0.965677864155844
"WALKING_DOWNSTAIRS" 8 0.276110150686275 -0.0170632187437255 -0.105891839029412 -0.955213856578431 -0.931318342519608 -0.937984303852941 0.753968547401961 0.0561984286411765 0.0901832699058824 -0.99436203754902 -0.985068893333333 -0.97942027127451 0.0779702719901961 0.00802315545156863 -0.000266583265882353 -0.953480759705882 -0.944052927009804 -0.966757463431373 -0.02572436825 -0.0777790893137255 0.0885742019705882 -0.958672165392157 -0.95492029027451 -0.949429574117647 -0.0898646657362745 -0.0457717262647059 -0.0575577170480392 -0.965132178529412 -0.974431320098039 -0.964122778039216 -0.940966581186275 -0.941657296254902 -0.940966581186275 -0.941657296254902 -0.954727694941176 -0.949522852843137 -0.942495557558824 -0.94323573872549 -0.971012298333333 -0.971493642058823 -0.956011130843137 -0.933532870382353 -0.948361615862745 -0.955251431421569 -0.933867130333333 -0.936998663921569 -0.955307571284314 -0.946948153284314 -0.962733402058824 -0.955766896764706 -0.944859051107843 -0.969411785784314 -0.95107767 -0.959502114803922 -0.948159871960784 -0.961472621372549 -0.95294738254902 -0.954612218137255 -0.941719306666667 -0.950242408627451 -0.947687658235294 -0.951287612745098 -0.952873758235294 -0.94736020372549 -0.97183265127451 -0.972776669411765
"WALKING_UPSTAIRS" 1 0.269501405768025 -0.0156665964463636 -0.106117593580564 -0.776430841190909 -0.686673017547962 -0.748881157652038 0.551081196094044 0.0608982815703408 0.156467196216426 -0.979688138244514 -0.965448827617555 -0.954141413855799 0.088022179864326 0.00491339321262696 -0.0122772319057868 -0.781783090761755 -0.748110512604389 -0.847934323978056 -0.0348466992289969 -0.0739548981388715 0.0790050008901254 -0.821253301548589 -0.796704911621944 -0.776650334420063 -0.0978747146117461 -0.0464464866088715 -0.046084703737931 -0.828122885194357 -0.856612037257053 -0.838401247533856 -0.725749595614734 -0.758810465639498 -0.725749595614734 -0.758810465639498 -0.781970619561442 -0.768852279700627 -0.751644682841411 -0.773960279872414 -0.846405446507837 -0.850227155221944 -0.783622824862696 -0.708673586353981 -0.785233669724451 -0.774638313837304 -0.69592418071442 -0.750032704855799 -0.793748168382759 -0.762824636015987 -0.835381577623824 -0.789278419644514 -0.749755143882445 -0.859257908141066 -0.790654389253292 -0.808535804043887 -0.776485316577116 -0.832267236489028 -0.792946291666646 -0.798190610144201 -0.754885878849843 -0.799330982796238 -0.767470891824451 -0.772143121576176 -0.799524105188088 -0.797888511896552 -0.853490608752351 -0.85686109468652
"WALKING_UPSTAIRS" 13 0.244319223730159 -0.0150041380070556 -0.109069586774603 -0.404302933357143 -0.217475503629683 -0.357423341465079 0.724666627253968 -0.0998584866666667 -0.0244750978960317 -0.959169228571429 -0.941036290873016 -0.921622511666667 0.0883154226571429 0.0488473761999206 0.0250936919307143 -0.430851253049206 -0.372420447973024 -0.609049473857619 -0.0437895437464286 -0.0652302433595238 0.0972769693237659 -0.573470736706349 -0.479121912154762 -0.40858079203254 -0.0938130143106349 -0.0584759173087302 -0.0489776707869841 -0.573196309619048 -0.64233422834127 -0.569745346801587 -0.288250858075714 -0.389270112353175 -0.288250858075714 -0.389270112353175 -0.435909440633333 -0.412889230440476 -0.366231835189921 -0.4810511733 -0.607592910103175 -0.641400785666667 -0.423244297503175 -0.265750630493333 -0.453137927650794 -0.398905038238095 -0.24440256935 -0.360150073875952 -0.459112005757936 -0.406932126410317 -0.581944805111111 -0.453221434471429 -0.37812673747619 -0.634855030809524 -0.496720966087302 -0.515579842166667 -0.410996584089921 -0.600717444984127 -0.465796368583333 -0.465356465892063 -0.376598831137302 -0.494515346661905 -0.402103828616667 -0.432202577310317 -0.52621631984127 -0.543452894555556 -0.645195063936508 -0.663460032603175
"WALKING_UPSTAIRS" 18 0.251140203708791 -0.0187881835272458 -0.108098581098077 -0.462697736788462 -0.317493266842775 -0.465190828750549 0.659565792513736 -0.0197504909379121 0.101614637874981 -0.961350136840659 -0.947212046868132 -0.927904200436813 0.0988533731351648 0.0432308250691758 0.011171035466978 -0.503220271774451 -0.441244014647527 -0.669541815579396 -0.0316483809301538 -0.0725130675078571 0.0924406528542857 -0.628415570986264 -0.551870306084093 -0.509039935685165 -0.0836289156396154 -0.051182801571522 -0.0443573668382418 -0.620077576159341 -0.695747652255495 -0.631193311844423 -0.378341024743341 -0.450778692494231 -0.378341024743341 -0.450778692494231 -0.509553589965659 -0.477992153898077 -0.453938079333516 -0.540989512521978 -0.663793587020879 -0.684133166214011 -0.487427571752747 -0.357467724793132 -0.541705015667582 -0.45511868937967 -0.342083953162527 -0.469337013929615 -0.527392179301923 -0.475444173618132 -0.645559897277473 -0.523198817117582 -0.442611001444973 -0.692357451357143 -0.553340132774451 -0.587079576407005 -0.504124048854121 -0.654407350837912 -0.538391828196429 -0.558622387206044 -0.437193466698352 -0.546453530440659 -0.471176458199451 -0.49186247549533 -0.582689367209066 -0.59516302086511 -0.688088529228022 -0.702489986043956
"WALKING_UPSTAIRS" 20 0.259658087853107 -0.0197521506225508 -0.10960887459322 -0.558298700876353 -0.415524416876073 -0.538690560173164 0.523550074898305 0.0347718453266667 0.127078873319492 -0.965701610875706 -0.954594747570621 -0.934574792740113 0.0827750245629379 0.0254820258238418 -0.00418152082181356 -0.579368263453672 -0.533989643058757 -0.722075609506497 -0.0364582607078531 -0.0748244464745763 0.0931049616793785 -0.668325819804802 -0.619229301469209 -0.593771537752825 -0.0874595097779661 -0.0497070544991525 -0.0514694628079096 -0.680483906074576 -0.743160559997175 -0.696839652814689 -0.479106025089266 -0.539374938836158 -0.479106025089266 -0.539374938836158 -0.587054374637571 -0.56309601110678 -0.532842100511582 -0.603050370553672 -0.716710312788136 -0.73326060145904 -0.575220195816949 -0.449286626214972 -0.605489123341525 -0.553372333986723 -0.436753024302542 -0.542123082209548 -0.602495508290395 -0.559323932667797 -0.701084845632486 -0.593490167782345 -0.538466441714124 -0.742025893075706 -0.61319714884322 -0.651187411126271 -0.584250925954802 -0.687936236779661 -0.606805147497825 -0.636192558434746 -0.530037624882768 -0.618481833628814 -0.558560935351695 -0.572678518191525 -0.644690463119492 -0.646915524424011 -0.737428918078814 -0.747849156984746
"WALKING_UPSTAIRS" 24 0.265450600866142 -0.0189796434208661 -0.106659909658793 -0.704416818165617 -0.607616742588661 -0.685397755737795 0.483316301388451 0.133538974648556 0.192172147690551 -0.970825602257218 -0.959772466272966 -0.948846349947507 0.0864014533497375 0.0138921590052467 -0.0126843327705774 -0.720510547828766 -0.682172642666142 -0.805004245206037 -0.0335802013060052 -0.0749062229139895 0.0823625498732283 -0.773172757632546 -0.735920740352231 -0.721892219997375 -0.1029347335 -0.0462723237214961 -0.0529234862779265 -0.784171194364829 -0.825985616349081 -0.800235602920997 -0.649471221514698 -0.687561979524934 -0.649471221514698 -0.687561979524934 -0.721651139175853 -0.704181193752756 -0.676229364679528 -0.718473889606299 -0.810091429853018 -0.819358854288714 -0.714833386867454 -0.630191089205512 -0.730788974432021 -0.701624954604462 -0.621673757677165 -0.687764162471916 -0.735022041027559 -0.700567600152493 -0.791444636076115 -0.730959474558005 -0.684201836424934 -0.817409804232808 -0.734139704629921 -0.761035228425197 -0.717936562031496 -0.787122593994751 -0.72617481424252 -0.75005507524147 -0.682066646197638 -0.740143908276378 -0.701562837388976 -0.709835214466404 -0.750239964569554 -0.748474949653543 -0.822524198981627 -0.828479385472441
